EUR1M Curncy - Date,EUR1M Curncy - Last Price,JPY1M Curncy - Date,JPY1M Curncy - Last Price,GBP1M Curncy - Date,GBP1M Curncy - Last Price,CAD1M Curncy -  Date,CAD1M Curncy - Last Price
2009-03-05,-0.95,2009-03-05,-4.93,2009-03-05,-0.7,2009-03-05,-0.07
2009-03-04,-1.7,2009-03-04,-4.52,2009-03-04,-0.54,2009-03-04,-0.23
2009-03-03,-1.91,2009-03-03,-4.85,2009-03-03,-1.01,2009-03-03,0.1
2009-03-02,-2.64,2009-03-02,-5.04,2009-03-02,-1.25,2009-03-02,0.35
2009-02-27,-2.73,2009-02-27,-5.2,2009-02-27,-1.77,2009-02-27,1.07
2009-02-26,-3.31,2009-02-26,-4.78,2009-02-26,-1.29,2009-02-26,1.35
2009-02-25,-3.98,2009-02-25,-4.22,2009-02-25,-3.02,2009-02-25,1.1
2009-02-24,-4.4,2009-02-24,-3.6,2009-02-24,-3.05,2009-02-24,1.55
2009-02-23,-4.95,2009-02-23,-3.84,2009-02-23,-3.51,2009-02-23,1.55
2009-02-20,-4.92,2009-02-20,-3.48,2009-02-20,-4.11,2009-02-20,1.9
2009-02-19,-4.31,2009-02-19,-3.92,2009-02-19,-4.27,2009-02-19,2.33
2009-02-18,-4.38,2009-02-18,-5.41,2009-02-18,-4.12,2009-02-18,2.15
2009-02-17,-4.19,2009-02-17,-4.83,2009-02-17,-3.59,2009-02-17,2.33
2009-02-16,-4.78,2009-02-16,-3.93,2009-02-16,-3.71,2009-02-16,2.72
2009-02-13,-5.09,2009-02-13,-4.13,2009-02-13,-3.84,2009-02-13,2.65
2009-02-12,-5.45,2009-02-12,-4.09,2009-02-12,-3.8,2009-02-12,3.3
2009-02-11,-5.8,2009-02-11,-4.28,2009-02-11,-4.51,2009-02-11,3.37
2009-02-10,-5.9,2009-02-10,-4.36,2009-02-10,-5.51,2009-02-10,3.55
2009-02-09,-5.97,2009-02-09,-4.27,2009-02-09,-5.82,2009-02-09,3.48
2009-02-06,-6.02,2009-02-06,-4.49,2009-02-06,-6.44,2009-02-06,4
2009-02-05,-5.55,2009-02-05,-4.32,2009-02-05,-5.35,2009-02-05,3.95
2009-02-04,-5.24,2009-02-04,-4.76,2009-02-04,-5.39,2009-02-04,3.75
2009-02-03,-6.05,2009-02-03,-7.07,2009-02-03,-5.89,2009-02-03,1.95
2009-02-02,-4.32,2009-02-02,-8.72,2009-02-02,-5.01,2009-02-02,2
2009-01-30,-5.59,2009-01-30,-4.81,2009-01-30,-7.42,2009-01-30,4.75
2009-01-29,-6.2,2009-01-29,-3.66,2009-01-29,-7.33,2009-01-29,5.05
2009-01-28,-6.73,2009-01-28,-3.92,2009-01-28,-8.21,2009-01-28,5.23
2009-01-27,-7.45,2009-01-27,-3.78,2009-01-27,-8.43,2009-01-27,5.53
2009-01-26,-6.77,2009-01-26,-3.7,2009-01-26,-7.67,2009-01-26,5.43
2009-01-23,-6.8,2009-01-23,-4.29,2009-01-23,-7.96,2009-01-23,5.45
2009-01-22,-8.03,2009-01-22,-4.69,2009-01-22,-8.39,2009-01-22,5
2009-01-21,-7.37,2009-01-21,-4.41,2009-01-21,-7.44,2009-01-21,6
2009-01-20,-10.88,2009-01-20,-3.95,2009-01-20,-9.81,2009-01-20,6
2009-01-19,-12.01,2009-01-19,-5.23,2009-01-19,-11.06,2009-01-19,3.35
2009-01-16,-11.83,2009-01-16,-4.89,2009-01-16,-11.1,2009-01-16,4.25
2009-01-15,-12.75,2009-01-15,-4.44,2009-01-15,-11.98,2009-01-15,5.25
2009-01-14,-15.25,2009-01-14,-3.89,2009-01-14,-12.51,2009-01-14,4.6
2009-01-13,-16.99,2009-01-13,-2.7,2009-01-13,-13.57,2009-01-13,7.25
2009-01-12,-18.8,2009-01-12,-2.31,2009-01-12,-15.21,2009-01-12,5.8
2009-01-09,-17.8,2009-01-09,-2.62,2009-01-09,-13.19,2009-01-09,6.75
2009-01-08,-18,2009-01-08,-2.13,2009-01-08,-12.19,2009-01-08,8.05
2009-01-07,-17.85,2009-01-07,-2.19,2009-01-07,-9.81,2009-01-07,8.1
2009-01-06,-16.63,2009-01-06,-2.58,2009-01-06,-12.15,2009-01-06,5.5
2009-01-05,-17.4,2009-01-05,-2.16,2009-01-05,-11.67,2009-01-05,7
2009-01-02,-18.13,2009-01-02,-4.33,2009-01-02,-12.03,2009-01-02,4.9
2009-01-01,-18.77,2009-01-01,-5.02,2009-01-01,-12.45,2009-01-01,7
2008-12-31,-18.37,2008-12-31,-5.12,2008-12-31,-12.67,2008-12-31,5.86
2008-12-30,-17.96,2008-12-30,-5.91,2008-12-30,-12.63,2008-12-30,6.5
2008-12-29,-15.81,2008-12-29,-4.91,2008-12-29,-11.85,2008-12-29,6.38
2008-12-26,-13.08,2008-12-26,-5.73,2008-12-26,-10.65,2008-12-26,4
2008-12-25,-13.55,2008-12-25,-5.7,2008-12-25,-11.89,2008-12-25,4.98
2008-12-24,-13.02,2008-12-24,-5.33,2008-12-24,-11.37,2008-12-24,5.1
2008-12-23,-13.35,2008-12-23,-5.42,2008-12-23,-11.24,2008-12-23,7
2008-12-22,-14.82,2008-12-22,-5.5,2008-12-22,-11.58,2008-12-22,9.5
2008-12-19,-14.09,2008-12-19,-4.41,2008-12-19,-11.85,2008-12-19,10.3
2008-12-18,-14.18,2008-12-18,-0.8,2008-12-18,-10.18,2008-12-18,11.35
2008-12-17,-15.82,2008-12-17,-0.7,2008-12-17,-11.28,2008-12-17,10.88
2008-12-16,-13.75,2008-12-16,-2.5,2008-12-16,-11.85,2008-12-16,9.15
2008-12-15,-13.62,2008-12-15,-2.52,2008-12-15,-11.64,2008-12-15,8.15
2008-12-12,-14.55,2008-12-12,-3.05,2008-12-12,-12.47,2008-12-12,5.98
2008-12-11,-14.16,2008-12-11,-5.18,2008-12-11,-12.01,2008-12-11,7.35
2008-12-10,-14.25,2008-12-10,-6.28,2008-12-10,-9.98,2008-12-10,6.68
2008-12-09,-14.77,2008-12-09,-6.36,2008-12-09,-10.18,2008-12-09,3.48
2008-12-08,-13,2008-12-08,-6.91,2008-12-08,-7.61,2008-12-08,-1.5
2008-12-05,-10.14,2008-12-05,-6.86,2008-12-05,-10.67,2008-12-05,-2.1
2008-12-04,-7,2008-12-04,-9.13,2008-12-04,-1.97,2008-12-04,-0.55
2008-12-03,-4.66,2008-12-03,-11.25,2008-12-03,3.38,2008-12-03,-1.02
2008-12-02,-4.6,2008-12-02,-15.02,2008-12-02,5.44,2008-12-02,-6.65
2008-12-01,-4.67,2008-12-01,-14.66,2008-12-01,4.2,2008-12-01,-2.35
2008-11-28,-4.68,2008-11-28,-14.85,2008-11-28,1.78,2008-11-28,-2.22
2008-11-27,-4.24,2008-11-27,-17.5,2008-11-27,5.2,2008-11-27,1.53
2008-11-26,-7.15,2008-11-26,-10.31,2008-11-26,-2.8,2008-11-26,4
2008-11-25,-9.25,2008-11-25,-9.9,2008-11-25,-2.98,2008-11-25,2.9
2008-11-24,-8.56,2008-11-24,-9.26,2008-11-24,-3.32,2008-11-24,12
2008-11-21,-11.83,2008-11-21,-9,2008-11-21,-3.5,2008-11-21,11.32
2008-11-20,-13.08,2008-11-20,-8.15,2008-11-20,-6,2008-11-20,13.13
2008-11-19,-16.24,2008-11-19,-6.61,2008-11-19,-8.78,2008-11-19,10.6
2008-11-18,-18.13,2008-11-18,-7.2,2008-11-18,-14.15,2008-11-18,11.75
2008-11-17,-16.99,2008-11-17,-7.44,2008-11-17,-11.65,2008-11-17,11.52
2008-11-14,-15.91,2008-11-14,-10.41,2008-11-14,-10.95,2008-11-14,11.56
2008-11-13,-17.27,2008-11-13,-8.9,2008-11-13,-14.13,2008-11-13,8.75
2008-11-12,-19.9,2008-11-12,-6.81,2008-11-12,-16.05,2008-11-12,12.5
2008-11-11,-22.41,2008-11-11,-4.98,2008-11-11,-22.54,2008-11-11,12.1
2008-11-10,-22.52,2008-11-10,-5.27,2008-11-10,-25,2008-11-10,11.68
2008-11-07,-20.9,2008-11-07,-6.12,2008-11-07,-22.92,2008-11-07,11.86
2008-11-06,-17.77,2008-11-06,-7.33,2008-11-06,-23.68,2008-11-06,9.73
2008-11-05,-17.47,2008-11-05,-6.95,2008-11-05,-30.89,2008-11-05,10.74
2008-11-04,-19,2008-11-04,-6.96,2008-11-04,-33.81,2008-11-04,11.1
2008-11-03,-14.95,2008-11-03,-7.5,2008-11-03,-30.65,2008-11-03,6.18
2008-10-31,-14.87,2008-10-31,-10,2008-10-31,-31.04,2008-10-31,5.35
2008-10-30,-11.55,2008-10-30,-12.57,2008-10-30,-31.15,2008-10-30,3.2
2008-10-29,-11.22,2008-10-29,-12.2,2008-10-29,-28.96,2008-10-29,1.1
2008-10-28,-7.72,2008-10-28,-14.3,2008-10-28,-22.4,2008-10-28,-2.26
2008-10-27,-4.76,2008-10-27,-18.4,2008-10-27,-17.5,2008-10-27,-4.7
2008-10-24,-6.04,2008-10-24,-16.45,2008-10-24,-23.58,2008-10-24,-6.2
2008-10-23,-10.93,2008-10-23,-23.1,2008-10-23,-26.69,2008-10-23,-7.41
2008-10-22,-9.8,2008-10-22,-21.55,2008-10-22,-25.9,2008-10-22,-5.2
2008-10-21,-12.4,2008-10-21,-19.97,2008-10-21,-29.29,2008-10-21,-6.5
2008-10-20,-10.75,2008-10-20,-21.36,2008-10-20,-29.65,2008-10-20,-9.5
2008-10-17,-11.66,2008-10-17,-23.55,2008-10-17,-27.3,2008-10-17,-5.06
2008-10-16,-5.3,2008-10-16,-30.35,2008-10-16,-18.15,2008-10-16,-7.6
2008-10-15,-6.8,2008-10-15,-28.04,2008-10-15,-19.55,2008-10-15,-13.5
2008-10-14,6.9,2008-10-14,-28.95,2008-10-14,-18.95,2008-10-14,-10.5
2008-10-13,8.41,2008-10-13,-35.07,2008-10-13,-18.99,2008-10-13,-5.9
2008-10-10,20.08,2008-10-10,-44.7,2008-10-10,-2.1,2008-10-10,-17.49
2008-10-09,27.4,2008-10-09,-44.7,2008-10-09,-2.29,2008-10-09,-11.97
2008-10-08,34.6,2008-10-08,-49.1,2008-10-08,10.88,2008-10-08,-24.67
2008-10-07,11.53,2008-10-07,-44.19,2008-10-07,2.5,2008-10-07,-11.6
2008-10-06,4.45,2008-10-06,-33.7,2008-10-06,2.34,2008-10-06,-5.55
2008-10-03,-2.6,2008-10-03,-30.66,2008-10-03,-14.61,2008-10-03,-3.58
2008-10-02,11.4,2008-10-02,-37.49,2008-10-02,-3.02,2008-10-02,-8
2008-10-01,20.74,2008-10-01,-42.69,2008-10-01,11.4,2008-10-01,-9.8
2008-09-30,44.8,2008-09-30,-53.61,2008-09-30,0.19,2008-09-30,-20.47
2008-09-29,15.57,2008-09-29,-34.35,2008-09-29,-5.1,2008-09-29,-6.3
2008-09-26,8.66,2008-09-26,-34.01,2008-09-26,-14.21,2008-09-26,-5.2
2008-09-25,-0.02,2008-09-25,-31.73,2008-09-25,-12.83,2008-09-25,-5.09
2008-09-24,3.4,2008-09-24,-37.1,2008-09-24,-14.85,2008-09-24,-6.19
2008-09-23,0.58,2008-09-23,-42.09,2008-09-23,-15.02,2008-09-23,-9.09
2008-09-22,-2.32,2008-09-22,-40.44,2008-09-22,-18.67,2008-09-22,-3.27
2008-09-19,-1.69,2008-09-19,-35.75,2008-09-19,-21.51,2008-09-19,-4.57
2008-09-18,12,2008-09-18,-74.76,2008-09-18,-11.26,2008-09-18,-17.76
2008-09-17,18.45,2008-09-17,-52.91,2008-09-17,-12.81,2008-09-17,-8.03
2008-09-16,-7.57,2008-09-16,-30.75,2008-09-16,-35,2008-09-16,0.06
2008-09-15,-18.29,2008-09-15,-19.25,2008-09-15,-39.17,2008-09-15,3.34
2008-09-12,-23.11,2008-09-12,-17.3,2008-09-12,-40.68,2008-09-12,6.18
2008-09-11,-22.87,2008-09-11,-17.27,2008-09-11,-40.02,2008-09-11,6.71
2008-09-10,-24.37,2008-09-10,-18.23,2008-09-10,-42.07,2008-09-10,6.5
2008-09-09,-22.76,2008-09-09,-19.21,2008-09-09,-43.3,2008-09-09,5.8
2008-09-08,-22.75,2008-09-08,-17.71,2008-09-08,-39.91,2008-09-08,5.55
2008-09-05,-22.55,2008-09-05,-17.39,2008-09-05,-40.07,2008-09-05,5.5
2008-09-04,-22.5,2008-09-04,-17.2,2008-09-04,-39.7,2008-09-04,5.45
2008-09-03,-23.4,2008-09-03,-17.99,2008-09-03,-40.55,2008-09-03,5.21
2008-09-02,-24.02,2008-09-02,-18.8,2008-09-02,-41.46,2008-09-02,4.55
2008-09-01,-22.78,2008-09-01,-17.58,2008-09-01,-39.02,2008-09-01,4.38
2008-08-29,-22.87,2008-08-29,-17.61,2008-08-29,-39.7,2008-08-29,4.72
2008-08-28,-22.92,2008-08-28,-17.82,2008-08-28,-39.91,2008-08-28,5.12
2008-08-27,-24.43,2008-08-27,-19.22,2008-08-27,-42.55,2008-08-27,4.75
2008-08-26,-24.41,2008-08-26,-19.18,2008-08-26,-43.02,2008-08-26,5.02
2008-08-25,-25.26,2008-08-25,-19.16,2008-08-25,-44.24,2008-08-25,4.9
2008-08-22,-24.18,2008-08-22,-18.97,2008-08-22,-44.3,2008-08-22,4.9
2008-08-21,-24.35,2008-08-21,-18.44,2008-08-21,-42.43,2008-08-21,4.99
2008-08-20,-24.5,2008-08-20,-19,2008-08-20,-42.38,2008-08-20,4.75
2008-08-19,-25.05,2008-08-19,-20.1,2008-08-19,-43.85,2008-08-19,4.82
2008-08-18,-25.72,2008-08-18,-20.67,2008-08-18,-45.35,2008-08-18,4.68
2008-08-15,-24.26,2008-08-15,-19.39,2008-08-15,-43.21,2008-08-15,4.95
2008-08-14,-24.5,2008-08-14,-19.26,2008-08-14,-43.02,2008-08-14,5.05
2008-08-13,-24.33,2008-08-13,-20.46,2008-08-13,-42.4,2008-08-13,4.9
2008-08-12,-25.09,2008-08-12,-20.91,2008-08-12,-45.2,2008-08-12,4.95
2008-08-11,-25.85,2008-08-11,-21.2,2008-08-11,-47.15,2008-08-11,4.65
2008-08-08,-24.54,2008-08-08,-19.23,2008-08-08,-44.09,2008-08-08,4.75
2008-08-07,-24.75,2008-08-07,-19.16,2008-08-07,-44.2,2008-08-07,5.09
2008-08-06,-24.65,2008-08-06,-19.13,2008-08-06,-44.39,2008-08-06,5.25
2008-08-05,-25.35,2008-08-05,-19.72,2008-08-05,-45.8,2008-08-05,4.68
2008-08-04,-25.9,2008-08-04,-20.04,2008-08-04,-48.33,2008-08-04,4.45
2008-08-01,-25.25,2008-08-01,-18.91,2008-08-01,-45.68,2008-08-01,4.31
2008-07-31,-25.27,2008-07-31,-18.84,2008-07-31,-45.51,2008-07-31,4.43
2008-07-30,-25.7,2008-07-30,-18.91,2008-07-30,-46.15,2008-07-30,3.95
2008-07-29,-21.98,2008-07-29,-18.45,2008-07-29,-41.67,2008-07-29,3.89
2008-07-28,-23.39,2008-07-28,-18.09,2008-07-28,-43.4,2008-07-28,4.35
2008-07-25,-24.73,2008-07-25,-18.43,2008-07-25,-45.37,2008-07-25,4.55
2008-07-24,-25.32,2008-07-24,-18,2008-07-24,-45.55,2008-07-24,4.45
2008-07-23,-25.3,2008-07-23,-18.45,2008-07-23,-47.23,2008-07-23,4.34
2008-07-22,-26.5,2008-07-22,-18.89,2008-07-22,-48.41,2008-07-22,4.52
2008-07-21,-27.08,2008-07-21,-19.65,2008-07-21,-49.99,2008-07-21,4.35
2008-07-18,-25.38,2008-07-18,-19.89,2008-07-18,-45.72,2008-07-18,4.21
2008-07-17,-25.32,2008-07-17,-18.54,2008-07-17,-45.65,2008-07-17,4.27
2008-07-16,-25.45,2008-07-16,-18.2,2008-07-16,-46.76,2008-07-16,4.3
2008-07-15,-26.36,2008-07-15,-18.72,2008-07-15,-48.4,2008-07-15,4.36
2008-07-14,-26.86,2008-07-14,-19.94,2008-07-14,-48.06,2008-07-14,4.48
2008-07-11,-24.9,2008-07-11,-18.37,2008-07-11,-45.21,2008-07-11,4.35
2008-07-10,-25.33,2008-07-10,-18.43,2008-07-10,-44.72,2008-07-10,4.32
2008-07-09,-24.86,2008-07-09,-18.42,2008-07-09,-45.38,2008-07-09,4.42
2008-07-08,-24.96,2008-07-08,-19.13,2008-07-08,-46.09,2008-07-08,4.45
2008-07-07,-26.2,2008-07-07,-19.21,2008-07-07,-48.3,2008-07-07,4.6
2008-07-04,-24.15,2008-07-04,-18.01,2008-07-04,-45.11,2008-07-04,4.55
2008-07-03,-24.01,2008-07-03,-17.99,2008-07-03,-45.2,2008-07-03,4.55
2008-07-02,-23.36,2008-07-02,-18.6,2008-07-02,-44.95,2008-07-02,4.73
2008-07-01,-24.11,2008-07-01,-19.19,2008-07-01,-46.8,2008-07-01,4.92
2008-06-30,-25.35,2008-06-30,-18.78,2008-06-30,-48.75,2008-06-30,5.26
2008-06-27,-22.85,2008-06-27,-17.49,2008-06-27,-45.41,2008-06-27,4.11
2008-06-26,-21.85,2008-06-26,-18.55,2008-06-26,-44.57,2008-06-26,4.11
2008-06-25,-23.12,2008-06-25,-18.6,2008-06-25,-45.63,2008-06-25,4.45
2008-06-24,-24.13,2008-06-24,-19.14,2008-06-24,-46.82,2008-06-24,4.32
2008-06-23,-22.65,2008-06-23,-17.85,2008-06-23,-44.14,2008-06-23,4.6
2008-06-20,-22.85,2008-06-20,-17.62,2008-06-20,-44.2,2008-06-20,4.4
2008-06-19,-22.92,2008-06-19,-17.36,2008-06-19,-43.91,2008-06-19,4.85
2008-06-18,-23.06,2008-06-18,-18.8,2008-06-18,-44.61,2008-06-18,4.35
2008-06-17,-22.85,2008-06-17,-20.51,2008-06-17,-45.02,2008-06-17,4.33
2008-06-16,-20.55,2008-06-16,-19.42,2008-06-16,-42.11,2008-06-16,4.1
2008-06-13,-20.76,2008-06-13,-19.15,2008-06-13,-42.33,2008-06-13,4.26
2008-06-12,-21.2,2008-06-12,-18.35,2008-06-12,-42.83,2008-06-12,4.55
2008-06-11,-23.37,2008-06-11,-17.9,2008-06-11,-45.65,2008-06-11,4.85
2008-06-10,-24.02,2008-06-10,-18.52,2008-06-10,-47.02,2008-06-10,5.65
2008-06-09,-22.68,2008-06-09,-17.08,2008-06-09,-45,2008-06-09,3.6
2008-06-06,-22.36,2008-06-06,-17.42,2008-06-06,-44.19,2008-06-06,3.26
2008-06-05,-22.35,2008-06-05,-17.55,2008-06-05,-43.8,2008-06-05,3.73
2008-06-04,-22.49,2008-06-04,-17.61,2008-06-04,-44.79,2008-06-04,3.8
2008-06-03,-23.32,2008-06-03,-18.15,2008-06-03,-46.72,2008-06-03,4.11
2008-06-02,-24.25,2008-06-02,-18.74,2008-06-02,-48.45,2008-06-02,3.95
2008-05-30,-21.46,2008-05-30,-17.3,2008-05-30,-44.22,2008-05-30,4.22
2008-05-29,-21.21,2008-05-29,-17.79,2008-05-29,-44.4,2008-05-29,4.52
2008-05-28,-22.82,2008-05-28,-17.72,2008-05-28,-45.75,2008-05-28,4.65
2008-05-27,-25,2008-05-27,-17.34,2008-05-27,-49.52,2008-05-27,5.1
2008-05-26,-26.7,2008-05-26,-17.3,2008-05-26,-51.34,2008-05-26,5.36
2008-05-23,-25.18,2008-05-23,-16.15,2008-05-23,-51.98,2008-05-23,5.62
2008-05-22,-25.35,2008-05-22,-16.06,2008-05-22,-48.8,2008-05-22,5.8
2008-05-21,-25.26,2008-05-21,-15.94,2008-05-21,-48.85,2008-05-21,5.79
2008-05-20,-26.25,2008-05-20,-16.69,2008-05-20,-50.96,2008-05-20,5.05
2008-05-19,-25.99,2008-05-19,-18.05,2008-05-19,-51.41,2008-05-19,4.47
2008-05-16,-23.66,2008-05-16,-17.1,2008-05-16,-47.51,2008-05-16,4.4
2008-05-15,-23.95,2008-05-15,-17.35,2008-05-15,-46.98,2008-05-15,4.35
2008-05-14,-23.04,2008-05-14,-18.39,2008-05-14,-46.5,2008-05-14,4.2
2008-05-13,-23.3,2008-05-13,-19.1,2008-05-13,-47.02,2008-05-13,4.41
2008-05-12,-23.27,2008-05-12,-19.15,2008-05-12,-49.11,2008-05-12,4.51
2008-05-09,-22.99,2008-05-09,-17.73,2008-05-09,-45.97,2008-05-09,4.57
2008-05-08,-22.73,2008-05-08,-17.92,2008-05-08,-45.28,2008-05-08,4.45
2008-05-07,-22.55,2008-05-07,-18.74,2008-05-07,-43.85,2008-05-07,4.46
2008-05-06,-22.79,2008-05-06,-20.4,2008-05-06,-45.19,2008-05-06,4.29
2008-05-05,-22.89,2008-05-05,-20.54,2008-05-05,-46.43,2008-05-05,3.57
2008-05-02,-21.44,2008-05-02,-20.73,2008-05-02,-46.22,2008-05-02,3.61
2008-05-01,-20.22,2008-05-01,-21.34,2008-05-01,-42.17,2008-05-01,3.02
2008-04-30,-19.93,2008-04-30,-20.12,2008-04-30,-41.25,2008-04-30,2.95
2008-04-29,-19.55,2008-04-29,-20.7,2008-04-29,-42.83,2008-04-29,3.3
2008-04-28,-18.45,2008-04-28,-20.7,2008-04-28,-40.26,2008-04-28,3.22
2008-04-25,-18.91,2008-04-25,-19.39,2008-04-25,-40.31,2008-04-25,3.2
2008-04-24,-18.67,2008-04-24,-19.01,2008-04-24,-40.58,2008-04-24,3.81
2008-04-23,-19.2,2008-04-23,-20.68,2008-04-23,-42.77,2008-04-23,3.32
2008-04-22,-19,2008-04-22,-22.23,2008-04-22,-43.11,2008-04-22,3.02
2008-04-21,-17.2,2008-04-21,-20.56,2008-04-21,-39.8,2008-04-21,2.98
2008-04-18,-16.7,2008-04-18,-20.62,2008-04-18,-39.28,2008-04-18,2.8
2008-04-17,-17.56,2008-04-17,-19.98,2008-04-17,-38.9,2008-04-17,3.65
2008-04-16,-18.94,2008-04-16,-19.9,2008-04-16,-41.94,2008-04-16,4.55
2008-04-15,-20.86,2008-04-15,-19.92,2008-04-15,-44.16,2008-04-15,4.55
2008-04-14,-20.06,2008-04-14,-17.84,2008-04-14,-43.32,2008-04-14,5.27
2008-04-11,-20.34,2008-04-11,-17.75,2008-04-11,-43.16,2008-04-11,5.36
2008-04-10,-19.41,2008-04-10,-18.18,2008-04-10,-43.2,2008-04-10,5.45
2008-04-09,-19.39,2008-04-09,-18.84,2008-04-09,-43.09,2008-04-09,5.25
2008-04-08,-19.22,2008-04-08,-19.39,2008-04-08,-43.46,2008-04-08,4.75
2008-04-07,-17.66,2008-04-07,-18.27,2008-04-07,-40.41,2008-04-07,4.95
2008-04-04,-17.65,2008-04-04,-18.47,2008-04-04,-40.8,2008-04-04,5.2
2008-04-03,-17.25,2008-04-03,-19.13,2008-04-03,-41.62,2008-04-03,4.94
2008-04-02,-16.78,2008-04-02,-21.03,2008-04-02,-44.45,2008-04-02,5.21
2008-04-01,-17.24,2008-04-01,-22.28,2008-04-01,-46.74,2008-04-01,4.65
2008-03-31,-16.18,2008-03-31,-19.3,2008-03-31,-43.12,2008-03-31,5.75
2008-03-28,-16.95,2008-03-28,-18.72,2008-03-28,-44.35,2008-03-28,6.12
2008-03-27,-16.01,2008-03-27,-18.28,2008-03-27,-44.54,2008-03-27,6.28
2008-03-26,-18.34,2008-03-26,-18.67,2008-03-26,-47.32,2008-03-26,6.73
2008-03-25,-20.57,2008-03-25,-19.25,2008-03-25,-50.66,2008-03-25,7.7
2008-03-24,-20.65,2008-03-24,-19.85,2008-03-24,-50.96,2008-03-24,7.2
2008-03-21,-20.66,2008-03-21,-18.49,2008-03-21,-52.68,2008-03-21,8.16
2008-03-20,-20.65,2008-03-20,-17.91,2008-03-20,-52.05,2008-03-20,7.71
2008-03-19,-20.39,2008-03-19,-17.24,2008-03-19,-49.64,2008-03-19,7.88
2008-03-18,-21.41,2008-03-18,-17.09,2008-03-18,-53.83,2008-03-18,8.51
2008-03-17,-22.8,2008-03-17,-16.86,2008-03-17,-55.84,2008-03-17,8.55
2008-03-14,-22.2,2008-03-14,-16.32,2008-03-14,-50.65,2008-03-14,8.1
2008-03-13,-20.68,2008-03-13,-17.76,2008-03-13,-49.81,2008-03-13,7.4
2008-03-12,-18.64,2008-03-12,-18.91,2008-03-12,-46.7,2008-03-12,7.1
2008-03-11,-19.1,2008-03-11,-19.86,2008-03-11,-47.5,2008-03-11,7.28
2008-03-10,-19.91,2008-03-10,-19.48,2008-03-10,-49.79,2008-03-10,7.51
2008-03-07,-17.64,2008-03-07,-18.93,2008-03-07,-45.5,2008-03-07,7.26
2008-03-06,-15.91,2008-03-06,-19.33,2008-03-06,-43.5,2008-03-06,6.1
2008-03-05,-15.08,2008-03-05,-20.41,2008-03-05,-40.44,2008-03-05,5.9
2008-03-04,-14.79,2008-03-04,-20.9,2008-03-04,-42.58,2008-03-04,5.55
2008-03-03,-15.08,2008-03-03,-21.35,2008-03-03,-43.8,2008-03-03,5.2
2008-02-29,-13.8,2008-02-29,-20.46,2008-02-29,-40.3,2008-02-29,5.25
2008-02-28,-13.36,2008-02-28,-21.37,2008-02-28,-39.88,2008-02-28,5.25
2008-02-27,-12.21,2008-02-27,-22.06,2008-02-27,-38.57,2008-02-27,5.35
2008-02-26,-11.83,2008-02-26,-21.64,2008-02-26,-36.05,2008-02-26,5.4
2008-02-25,-12.09,2008-02-25,-22.08,2008-02-25,-35.81,2008-02-25,5.3
2008-02-22,-11.98,2008-02-22,-21.94,2008-02-22,-35.87,2008-02-22,5.28
2008-02-21,-11.96,2008-02-21,-22.22,2008-02-21,-35.73,2008-02-21,5.42
2008-02-20,-13.21,2008-02-20,-23.97,2008-02-20,-38.41,2008-02-20,5.1
2008-02-19,-13.26,2008-02-19,-22.6,2008-02-19,-40.25,2008-02-19,4.41
2008-02-18,-11.9,2008-02-18,-22.86,2008-02-18,-34.8,2008-02-18,4.7
2008-02-15,-11.69,2008-02-15,-22.42,2008-02-15,-34.88,2008-02-15,5.28
2008-02-14,-11.21,2008-02-14,-22.4,2008-02-14,-34.6,2008-02-14,5.78
2008-02-13,-11.9,2008-02-13,-23.7,2008-02-13,-37.04,2008-02-13,6.2
2008-02-12,-11.45,2008-02-12,-21.49,2008-02-12,-34.7,2008-02-12,6.7
2008-02-11,-11.84,2008-02-11,-21.62,2008-02-11,-35.2,2008-02-11,6.6
2008-02-08,-11.91,2008-02-08,-21.61,2008-02-08,-34.96,2008-02-08,7.12
2008-02-07,-11.64,2008-02-07,-21.69,2008-02-07,-34.8,2008-02-07,7.4
2008-02-06,-12.31,2008-02-06,-23.35,2008-02-06,-36.67,2008-02-06,7.4
2008-02-05,-11.2,2008-02-05,-22.39,2008-02-05,-34.65,2008-02-05,6.9
2008-02-04,-9.86,2008-02-04,-23.4,2008-02-04,-33.1,2008-02-04,6.31
2008-02-01,-10.07,2008-02-01,-23.31,2008-02-01,-33.01,2008-02-01,6.4
2008-01-31,-11.6,2008-01-31,-22.11,2008-01-31,-34.48,2008-01-31,7.7
2008-01-30,-11.88,2008-01-30,-23.96,2008-01-30,-37.55,2008-01-30,6.9
2008-01-29,-9.5,2008-01-29,-23.29,2008-01-29,-33.11,2008-01-29,6.7
2008-01-28,-10.58,2008-01-28,-23.97,2008-01-28,-35.63,2008-01-28,6.95
2008-01-25,-10.33,2008-01-25,-24.9,2008-01-25,-36.61,2008-01-25,6.65
2008-01-24,-10.54,2008-01-24,-24.89,2008-01-24,-35.81,2008-01-24,6.45
2008-01-23,-10.65,2008-01-23,-24.56,2008-01-23,-36.96,2008-01-23,7.65
2008-01-22,-10.14,2008-01-22,-26.03,2008-01-22,-35.8,2008-01-22,6.2
2008-01-21,-3.7,2008-01-21,-31.71,2008-01-21,-27.81,2008-01-21,1.74
2008-01-18,-3.17,2008-01-18,-30.22,2008-01-18,-26.14,2008-01-18,1.35
2008-01-17,-2.37,2008-01-17,-30.36,2008-01-17,-25.35,2008-01-17,0.8
